Longitude(deg),Latitude(deg),Depth(km),dVp(%),HitQuality
160.9023,-45.511752,285,-6.72113E-05,0
160.93549,-45.288233,285,-1.69118E-04,0
160.96842,-45.064681,285,-3.37476E-04,0
161.0011,-44.841098,285,-5.84779E-04,0
161.03353,-44.617489,285,-8.56187E-04,0
161.06571,-44.393856,285,-1.06146E-03,0
161.09765,-44.170203,285,-1.18163E-03,0
161.12934,-43.946534,285,-1.23098E-03,0
161.1608,-43.722853,285,-1.13173E-03,0
161.19203,-43.499163,285,-8.21154E-04,0
161.22303,-43.275467,285,-4.20480E-04,0
161.25379,-43.051769,285,-1.14035E-04,0
161.28434,-42.828073,285,-2.01517E-06,0
161.31466,-42.604383,285,-2.30931E-04,0
161.34476,-42.380701,285,-6.64518E-04,0
161.37464,-42.157032,285,-8.93809E-05,0
161.40432,-41.933379,285,2.31432E-03,0.012332071
161.43378,-41.709745,285,1.09827E-02,0.017879406
161.46303,-41.486135,285,1.24883E-02,0.031683511
161.49207,-41.262551,285,1.88215E-02,0.036110862
161.52092,-41.038997,285,3.77505E-02,0.045848575
161.54956,-40.815477,285,5.37200E-02,0.045612657
161.57801,-40.591994,285,5.18383E-02,0.031808384
161.60626,-40.368552,285,3.60303E-02,0.031746032
161.63431,-40.145154,285,2.01391E-02,0.031372419
161.66218,-39.921805,285,1.03499E-02,0.010993449
161.68985,-39.698506,285,8.46632E-03,0.007305625
161.71735,-39.475262,285,7.61932E-03,0.000316909
161.74465,-39.252077,285,4.50575E-03,0
161.77178,-39.028953,285,1.94063E-03,0
161.79873,-38.805895,285,1.06666E-03,0
161.8255,-38.582906,285,8.96909E-04,0
161.85209,-38.359989,285,8.61837E-04,0
161.87851,-38.137147,285,8.12630E-04,0
161.90476,-37.914385,285,7.17205E-04,0
161.93084,-37.691706,285,5.81474E-04,0
161.95676,-37.469112,285,4.09270E-04,0
161.98251,-37.246608,285,2.39664E-04,0
162.0081,-37.024198,285,1.12132E-04,0
162.03352,-36.801883,285,3.16037E-05,0
162.05879,-36.579668,285,-1.03810E-05,0
162.0839,-36.357557,285,-2.73418E-05,0
162.10885,-36.135552,285,-2.41723E-05,0
162.13365,-35.913657,285,-1.70455E-05,0
162.1583,-35.691875,285,-1.32046E-05,0
162.1828,-35.47021,285,-7.87500E-06,0
160.40879,-50.660193,285,2.32648E-09,0
160.44755,-50.438339,285,4.87862E-09,0
160.48596,-50.216369,285,6.59123E-09,0
160.52403,-49.994288,285,8.17556E-09,0
160.56177,-49.772098,285,7.46031E-09,0
160.59918,-49.549804,285,3.26783E-09,0
160.63626,-49.327409,285,1.74231E-09,0
160.67303,-49.104916,285,5.68356E-08,0
160.70948,-48.882329,285,1.73783E-07,0
160.74562,-48.659652,285,1.66560E-07,0
160.78146,-48.436888,285,-2.15346E-07,0
160.81699,-48.214041,285,-1.13785E-06,0
160.85223,-47.991114,285,-2.49348E-06,0
160.88717,-47.76811,285,-3.32665E-06,0
160.92182,-47.545034,285,-3.09694E-06,0
160.95619,-47.321889,285,-1.88187E-06,0
160.99028,-47.098679,285,1.23740E-06,0
161.0241,-46.875406,285,8.56588E-06,0
161.05763,-46.652075,285,2.51437E-05,0
161.09091,-46.428689,285,4.40105E-05,0
161.12391,-46.205252,285,4.95386E-05,0
161.15665,-45.981768,285,3.39793E-05,0
161.18914,-45.758239,285,-1.78373E-05,0
161.22137,-45.53467,285,-1.36654E-04,0
161.25335,-45.311064,285,-3.34722E-04,0
161.28508,-45.087424,285,-6.67915E-04,0
161.31656,-44.863755,285,-1.09992E-03,0
161.34781,-44.640059,285,-1.54393E-03,0
161.37882,-44.416341,285,-1.88578E-03,0
161.40959,-44.192604,285,-2.07372E-03,0
161.44013,-43.968851,285,-2.15737E-03,0
161.47044,-43.745087,285,-1.98709E-03,0
161.50052,-43.521314,285,-1.45741E-03,0
161.53039,-43.297536,285,-8.67463E-04,0
161.56003,-43.073757,285,-4.85726E-04,0
161.58946,-42.84998,285,-1.38427E-04,0
161.61867,-42.626209,285,-1.29445E-04,0
161.64767,-42.402448,285,-6.80628E-04,0
161.67646,-42.178699,285,1.17497E-03,0.004365079
161.70505,-41.954967,285,1.51979E-02,0.045879879
161.73343,-41.731256,285,4.66424E-02,0.056307017
161.76161,-41.507568,285,6.47142E-02,0.063491648
161.78959,-41.283907,285,6.41449E-02,0.076586678
161.81738,-41.060276,285,8.74824E-02,0.10943522
161.84498,-40.83668,285,1.20450E-01,0.11395217
161.87238,-40.613122,285,1.11367E-01,0.1031746
161.89959,-40.389605,285,6.92698E-02,0.076984127
161.92662,-40.166133,285,3.27615E-02,0.052366222
161.95347,-39.942709,285,1.85359E-02,0.033752906
161.98013,-39.719337,285,2.04740E-02,0.026729528
162.00661,-39.496021,285,1.31455E-02,0.003991713
162.03292,-39.272763,285,7.30479E-03,5.46E-05
162.05905,-39.049568,285,3.56193E-03,0
162.08501,-38.826438,285,2.08209E-03,0
162.1108,-38.603378,285,1.77240E-03,0
162.13641,-38.38039,285,1.60245E-03,0
162.16187,-38.157478,285,1.38167E-03,0
162.18715,-37.934647,285,1.13580E-03,0
162.21228,-37.711898,285,9.35442E-04,0
162.23724,-37.489236,285,7.30775E-04,0
162.26205,-37.266664,285,4.71540E-04,0
162.28669,-37.044185,285,2.32274E-04,0
162.31118,-36.821803,285,6.35417E-05,0
162.33552,-36.599521,285,-1.94146E-05,0
162.35971,-36.377343,285,-4.13971E-05,0
162.38375,-36.155272,285,-3.50613E-05,0
162.40764,-35.933311,285,-1.93220E-05,0
162.43138,-35.711464,285,-5.03371E-06,0
162.45498,-35.489734,285,7.49883E-06,0
160.75885,-50.6844,285,6.41506E-10,0
160.79614,-50.462443,285,9.24288E-09,0
160.8331,-50.240372,285,1.14971E-08,0
160.86974,-50.01819,285,6.02984E-09,0
160.90605,-49.7959,285,-1.01122E-08,0
160.94205,-49.573507,285,-3.35391E-08,0
160.97773,-49.351014,285,-4.85246E-08,0
161.01311,-49.128424,285,2.74086E-08,0
161.04818,-48.905741,285,7.42000E-08,0
161.08296,-48.682968,285,-2.41806E-07,0
161.11744,-48.460109,285,-1.12260E-06,0
161.15163,-48.237168,285,-2.51645E-06,0
161.18553,-48.014148,285,-3.98266E-06,0
161.21915,-47.791052,285,-3.92961E-06,0
161.25249,-47.567884,285,-1.94287E-06,0
161.28556,-47.344648,285,3.34939E-06,0
161.31836,-47.121347,285,1.41617E-05,0
161.35089,-46.897985,285,3.28656E-05,0
161.38316,-46.674566,285,6.30004E-05,0
161.41517,-46.451092,285,9.18137E-05,0
161.44692,-46.227568,285,1.14615E-04,0
161.47843,-46.003996,285,1.20820E-04,0
161.50968,-45.780382,285,3.13707E-05,0
161.54069,-45.556727,285,-2.20479E-04,0
161.57145,-45.333036,285,-6.06022E-04,0
161.60198,-45.109313,285,-1.20291E-03,0
161.63227,-44.88556,285,-1.87094E-03,0
161.66233,-44.661782,285,-2.57993E-03,0
161.69216,-44.437982,285,-3.08699E-03,0
161.72176,-44.214163,285,-3.21173E-03,0
161.75114,-43.990329,285,-3.22328E-03,0
161.7803,-43.766484,285,-3.00127E-03,0
161.80924,-43.542632,285,-2.46521E-03,0
161.83797,-43.318775,285,-2.11173E-03,0
161.86648,-43.094917,285,-1.99730E-03,0
161.89479,-42.871062,285,-9.01925E-04,0
161.92289,-42.647214,285,3.46869E-04,6.22E-06
161.95079,-42.423376,285,-1.91899E-04,0.000690021
161.97849,-42.199551,285,1.20695E-03,0.027090386
162.00598,-41.975743,285,5.53620E-02,0.085796011
162.03329,-41.751956,285,1.13946E-01,0.097606608
162.06039,-41.528194,285,1.57866E-01,0.1424325
162.08731,-41.304459,285,1.48937E-01,0.15685227
162.11404,-41.080755,285,1.45828E-01,0.20418966
162.14058,-40.857086,285,1.73241E-01,0.21049668
162.16694,-40.633455,285,1.58576E-01,0.14413103
162.19312,-40.409866,285,8.29529E-02,0.11728729
162.21912,-40.186322,285,3.00160E-02,0.076599223
162.24494,-39.962827,285,3.50439E-02,0.071204335
162.27058,-39.739384,285,5.47883E-02,0.047619048
162.29606,-39.515997,285,1.71799E-02,0.021655574
162.32136,-39.29267,285,9.22757E-03,0.00027292
162.34649,-39.069405,285,5.32314E-03,0
162.37146,-38.846207,285,3.75842E-03,0
162.39627,-38.623078,285,3.71096E-03,0
162.42091,-38.400022,285,3.52231E-03,0
162.44539,-38.177043,285,2.94982E-03,0
162.46971,-37.954144,285,2.20128E-03,0
162.49387,-37.731329,285,1.58159E-03,0
162.51788,-37.508601,285,1.23374E-03,0
162.54174,-37.285963,285,8.80850E-04,0
162.56545,-37.063418,285,5.09773E-04,0
162.589,-36.840971,285,2.08471E-04,0
162.61241,-36.618625,285,3.02077E-05,0
162.63567,-36.396383,285,-3.24584E-05,0
162.65879,-36.174248,285,-3.39862E-05,0
162.68177,-35.952224,285,-1.54369E-05,0
162.7046,-35.730313,285,6.58851E-06,0
162.7273,-35.508521,285,3.00826E-05,0
161.10924,-50.707663,285,-1.92200E-08,0
161.14506,-50.485607,285,-7.20116E-09,0
161.18057,-50.263438,285,-1.22805E-08,0
161.21577,-50.041159,285,-4.17509E-08,0
161.25065,-49.818774,285,-9.37578E-08,0
161.28523,-49.596286,285,-1.47759E-07,0
161.31951,-49.373698,285,-1.48876E-07,0
161.35349,-49.151015,285,-4.27568E-08,0
161.38719,-48.928239,285,-1.61849E-07,0
161.42059,-48.705374,285,-8.57270E-07,0
161.45371,-48.482424,285,-2.05745E-06,0
161.48655,-48.259392,285,-3.30513E-06,0
161.51912,-48.036282,285,-3.73212E-06,0
161.55141,-47.813098,285,-1.97700E-06,0
161.58344,-47.589842,285,4.10351E-06,0
161.6152,-47.366518,285,1.76278E-05,0
161.64671,-47.143131,285,4.08619E-05,0
161.67795,-46.919683,285,7.71013E-05,0
161.70895,-46.696177,285,1.38505E-04,0
161.73969,-46.472619,285,2.28349E-04,0
161.77019,-46.249011,285,3.15202E-04,0
161.80045,-46.025356,285,3.19536E-04,0
161.83046,-45.801659,285,1.71150E-04,0
161.86025,-45.577922,285,-1.79930E-04,0
161.88979,-45.35415,285,-7.41226E-04,0
161.91911,-45.130345,285,-9.81146E-04,0
161.94821,-44.906513,285,-1.43451E-03,0
161.97707,-44.682655,285,-2.61990E-03,0
162.00572,-44.458775,285,-2.82910E-03,0
162.03415,-44.234878,285,-2.65326E-03,0
162.06237,-44.010967,285,-3.07226E-03,0
162.09038,-43.787045,285,-3.70036E-03,0
162.11817,-43.563115,285,-4.22653E-03,0
162.14576,-43.339182,285,-6.41272E-03,0
162.17315,-43.115249,285,-9.05100E-03,0
162.20033,-42.891319,285,-6.10243E-03,0
162.22732,-42.667397,285,1.88058E-03,0.001878653
162.25411,-42.443485,285,3.05377E-03,0.025793651
162.28071,-42.219586,285,1.64077E-02,0.076785714
162.30712,-41.995706,285,5.18556E-02,0.12927534
162.33333,-41.771847,285,1.44870E-01,0.13942862
162.35937,-41.548012,285,2.21206E-01,0.20634921
162.38522,-41.324206,285,2.20165E-01,0.2640873
162.41088,-41.100431,285,2.29548E-01,0.27219691
162.43637,-40.876691,285,2.70218E-01,0.27080368
162.46169,-40.652991,285,2.07348E-01,0.23015873
162.48682,-40.429332,285,9.64223E-02,0.17619048
162.51179,-40.205719,285,9.46232E-02,0.11987054
162.53658,-39.982156,285,6.71279E-02,0.092924783
162.56121,-39.758645,285,4.67711E-02,0.066412068
162.58567,-39.535191,285,2.52902E-02,0.024168534
162.60997,-39.311796,285,1.35313E-02,0.018035386
162.63411,-39.088465,285,9.36503E-03,0.000243445
162.65808,-38.8652,285,1.01666E-02,0
162.6819,-38.642006,285,1.12921E-02,3.13E-08
162.70556,-38.418885,285,1.04243E-02,2.20E-05
162.72906,-38.195841,285,8.04955E-03,0
162.75242,-37.972877,285,5.39388E-03,0
162.77562,-37.749998,285,3.46782E-03,0
162.79868,-37.527206,285,2.32277E-03,0
162.82158,-37.304505,285,1.58596E-03,0
162.84435,-37.081898,285,9.92286E-04,0
162.86697,-36.859388,285,5.31956E-04,0
162.88944,-36.63698,285,2.34640E-04,0
162.91178,-36.414676,285,1.05625E-04,0
162.93398,-36.192479,285,6.66285E-05,0
162.95604,-35.970394,285,6.12238E-05,0
162.97796,-35.748423,285,7.47057E-05,0
162.99975,-35.526571,285,1.05167E-04,0
161.45995,-50.72998,285,-5.48840E-08,0
161.49431,-50.50783,285,-7.13548E-08,0
161.52836,-50.285567,285,-8.78476E-08,0
161.5621,-50.063195,285,-1.13036E-07,0
161.59555,-49.840718,285,-1.26486E-07,0
161.62871,-49.618138,285,-7.62581E-08,0
161.66158,-49.39546,285,1.27907E-07,0
161.69417,-49.172686,285,4.10256E-07,0
161.72647,-48.949821,285,2.16761E-07,0
161.7585,-48.726868,285,-6.09525E-07,0
161.79026,-48.503831,285,-1.66965E-06,0
161.82175,-48.280712,285,-2.31990E-06,0
161.85298,-48.057516,285,-1.77282E-06,0
161.88394,-47.834246,285,1.83648E-06,0
161.91465,-47.610905,285,1.52111E-05,0
161.9451,-47.387498,285,4.55423E-05,0
161.97531,-47.164027,285,9.88703E-05,0
162.00527,-46.940496,285,1.88293E-04,0
162.03498,-46.716909,285,3.55123E-04,0
162.06446,-46.493269,285,5.56975E-04,0
162.0937,-46.26958,285,6.34889E-04,0
162.12271,-46.045845,285,5.17780E-04,0
162.15149,-45.822069,285,2.74171E-04,0
162.18004,-45.598253,285,-1.01676E-04,0
162.20837,-45.374403,285,-4.41263E-04,0
162.23648,-45.150521,285,2.18396E-03,0.004824257
162.26437,-44.926611,285,6.67396E-03,0.015873016
162.29204,-44.702677,285,4.63941E-03,0.003540945
162.31951,-44.478721,285,6.02204E-03,0
162.34676,-44.254749,285,6.67900E-03,0
162.37382,-44.030763,285,4.58841E-03,0
162.40066,-43.806767,285,-4.40878E-04,0.012332071
162.42731,-43.582764,285,-5.87917E-03,0.015873016
162.45376,-43.358757,285,-1.96728E-02,0.015873016
162.48001,-43.134752,285,-3.33194E-02,0.024603175
162.50607,-42.91075,285,-2.83582E-02,0.044078102
162.53194,-42.686756,285,1.31559E-02,0.05263501
162.55762,-42.462773,285,1.90667E-02,0.099206051
162.58312,-42.238804,285,1.43187E-02,0.15753936
162.60844,-42.014854,285,5.45717E-03,0.2014033
162.63357,-41.790925,285,5.83829E-02,0.22301537
162.65852,-41.567021,285,1.51051E-01,0.25250479
162.6833,-41.343146,285,2.34699E-01,0.28571429
162.70791,-41.119304,285,2.94103E-01,0.28571429
162.73234,-40.895497,285,2.88265E-01,0.28270468
162.7566,-40.671729,285,1.96329E-01,0.25717393
162.7807,-40.448004,285,8.59607E-02,0.21984127
162.80463,-40.224325,285,9.47332E-02,0.14863926
162.8284,-40.000696,285,1.08113E-01,0.12767409
162.85201,-39.77712,285,9.19569E-02,0.11715497
162.87545,-39.553601,285,6.03630E-02,0.083010362
162.89874,-39.330142,285,2.71933E-02,0.038594315
162.92188,-39.106746,285,1.97352E-02,0.016617752
162.94486,-38.883418,285,2.56452E-02,0.015873016
162.96769,-38.66016,285,3.20305E-02,0.015873016
162.99036,-38.436977,285,2.66669E-02,0.006878307
163.0129,-38.21387,285,1.80965E-02,0
163.03528,-37.990845,285,1.22757E-02,0
163.05752,-37.767904,285,7.29767E-03,0
163.07962,-37.545051,285,4.35363E-03,0
163.10158,-37.322289,285,2.76971E-03,0
163.12339,-37.099621,285,1.74855E-03,0
163.14507,-36.877052,285,1.07264E-03,0
163.16661,-36.654584,285,6.57730E-04,0
163.18802,-36.432221,285,4.35465E-04,0
163.2093,-36.209965,285,3.27986E-04,0
163.23044,-35.987822,285,2.76992E-04,0
163.25146,-35.765793,285,2.64447E-04,0
163.27234,-35.543882,285,2.84731E-04,0
161.81097,-50.75135,285,-5.43774E-08,0
161.84385,-50.529109,285,-1.25477E-07,0
161.87644,-50.306757,285,-1.23246E-07,0
161.90874,-50.084296,285,-5.86640E-08,0
161.94075,-49.86173,285,7.94003E-08,0
161.97248,-49.639062,285,3.27611E-07,0
162.00394,-49.416297,285,7.33915E-07,0
162.03512,-49.193438,285,9.78890E-07,0
162.06604,-48.970487,285,3.81945E-07,0
162.09669,-48.74745,285,-8.31526E-07,0
162.12708,-48.524328,285,-2.01763E-06,0
162.15721,-48.301126,285,-2.42449E-06,0
162.18709,-48.077848,285,-9.29623E-07,0
162.21672,-47.854496,285,8.41449E-06,0
162.24611,-47.631074,285,4.42251E-05,0
162.27525,-47.407586,285,1.23672E-04,0
162.30415,-47.184035,285,2.57497E-04,0
162.33282,-46.960425,285,4.61208E-04,0
162.36126,-46.736759,285,7.50714E-04,0
162.38946,-46.513041,285,9.17632E-04,0
162.41744,-46.289275,285,7.40974E-04,0
162.4452,-46.065463,285,3.68935E-04,0
162.47274,-45.84161,285,1.24170E-05,0.006547619
162.50005,-45.61772,285,6.98664E-04,0.011904762
162.52716,-45.393794,285,3.05582E-03,0.013524165
162.55406,-45.169838,285,9.58030E-03,0.027380952
162.58074,-44.945854,285,2.27323E-02,0.042261905
162.60722,-44.721846,285,3.63355E-02,0.029300833
162.6335,-44.497819,285,4.66115E-02,0.023809524
162.65958,-44.273774,285,4.56282E-02,0.023809524
162.68546,-44.049716,285,3.54051E-02,0.023809524
162.71115,-43.825649,285,1.68409E-02,0.032968631
162.73664,-43.601575,285,-4.11604E-03,0.035714286
162.76195,-43.377499,285,-3.10585E-02,0.043054216
162.78707,-43.153424,285,-5.38125E-02,0.072619048
162.812,-42.929353,285,-5.28749E-02,0.092492441
162.83675,-42.705291,285,-6.97762E-03,0.10819331
162.86132,-42.48124,285,5.93466E-04,0.20069739
162.88572,-42.257203,285,-9.41438E-03,0.23928521
162.90994,-42.033186,285,-8.87184E-03,0.25952353
162.93398,-41.809191,285,8.18823E-03,0.2727852
162.95786,-41.585221,285,4.73365E-02,0.27747885
162.98156,-41.36128,285,1.54119E-01,0.28571429
163.0051,-41.137372,285,2.34194E-01,0.28571429
163.02848,-40.913501,285,1.93928E-01,0.28409487
163.05169,-40.689669,285,1.24462E-01,0.27023802
163.07474,-40.46588,285,7.27613E-02,0.24880952
163.09764,-40.242137,285,7.02851E-02,0.20093644
163.12037,-40.018445,285,1.08241E-01,0.17960649
163.14296,-39.794807,285,1.11942E-01,0.16666657
163.16539,-39.571226,285,7.58636E-02,0.14796717
163.18767,-39.347705,285,3.49560E-02,0.09335857
163.2098,-39.124248,285,3.37187E-02,0.059701354
163.23178,-38.900859,285,5.11254E-02,0.048809524
163.25362,-38.677541,285,4.25038E-02,0.038888889
163.27532,-38.454297,285,3.66176E-02,0.022222222
163.29687,-38.231131,285,2.94836E-02,0.007142857
163.31829,-38.008046,285,1.87838E-02,0
163.33956,-37.785046,285,1.20731E-02,0
163.3607,-37.562135,285,7.50997E-03,0
163.38171,-37.339314,285,4.70992E-03,0
163.40258,-37.116589,285,2.93689E-03,0
163.42331,-36.893962,285,1.90641E-03,0
163.44392,-36.671437,285,1.36745E-03,0
163.4644,-36.449017,285,1.02023E-03,0
163.48475,-36.226705,285,7.93411E-04,0
163.50498,-36.004506,285,6.71600E-04,0
163.52508,-35.782421,285,6.13881E-04,0
163.54506,-35.560455,285,5.98312E-04,0
162.1623,-50.771772,285,5.33306E-08,0
162.1937,-50.549444,285,-3.88417E-08,0
162.22481,-50.327006,285,2.12164E-08,0
162.25566,-50.104459,285,2.07307E-07,0
162.28623,-49.881809,285,4.83086E-07,0
162.31653,-49.659057,285,8.21525E-07,0
162.34657,-49.436209,285,1.17852E-06,0
162.37635,-49.213267,285,8.82131E-07,0
162.40587,-48.990235,285,-6.04573E-07,0
162.43514,-48.767117,285,-2.18296E-06,0
162.46416,-48.543915,285,-2.85224E-06,0
162.49293,-48.320633,285,-1.52198E-06,0
162.52146,-48.097275,285,4.59510E-06,0
162.54976,-47.873845,285,3.24548E-05,0
162.57781,-47.650346,285,1.20911E-04,0
162.60564,-47.42678,285,2.93958E-04,0
162.63324,-47.203153,285,5.49270E-04,0
162.66061,-46.979467,285,8.48239E-04,0
162.68776,-46.755727,285,9.99040E-04,0
162.71469,-46.531934,285,5.63469E-04,0
162.74141,-46.308094,285,-5.23239E-04,0
162.76791,-46.084209,285,-1.28877E-03,0.00621118
162.7942,-45.860283,285,-1.44066E-03,0.028968254
162.82028,-45.63632,285,3.67125E-03,0.039865711
162.84617,-45.412323,285,1.58388E-02,0.051025459
162.87184,-45.188295,285,3.57109E-02,0.081652274
162.89732,-44.964241,285,7.78406E-02,0.10039643
162.92261,-44.740163,285,1.28767E-01,0.10494505
162.9477,-44.516066,285,1.45913E-01,0.1031746
162.97259,-44.291952,285,1.28019E-01,0.1031746
162.9973,-44.067826,285,9.96650E-02,0.090079365
163.02183,-43.843691,285,6.94972E-02,0.072832702
163.04617,-43.61955,285,2.03865E-02,0.058774686
163.07033,-43.395406,285,-2.39195E-02,0.085838991
163.09431,-43.171265,285,-6.26694E-02,0.12777778
163.11811,-42.947128,285,-7.31101E-02,0.13547015
163.14174,-42.723,285,-5.80760E-02,0.17095578
163.1652,-42.498884,285,-6.12010E-02,0.27422883
163.18849,-42.274783,285,-6.09681E-02,0.28571394
163.21161,-42.050702,285,-3.15453E-02,0.28571429
163.23457,-41.826643,285,-4.03539E-02,0.28571429
163.25736,-41.60261,285,-5.52904E-02,0.28571429
163.27999,-41.378606,285,2.10259E-02,0.28571429
163.30246,-41.154636,285,9.99844E-02,0.27954815
163.32478,-40.930702,285,7.54784E-02,0.27878041
163.34694,-40.706809,285,4.08481E-02,0.28085851
163.36894,-40.482959,285,7.99922E-02,0.26984127
163.3908,-40.259156,285,7.89466E-02,0.2568066
163.4125,-40.035404,285,6.70843E-02,0.21905131
163.43406,-39.811705,285,3.95948E-02,0.20697983
163.45548,-39.588065,285,-9.93124E-03,0.20171677
163.47674,-39.364485,285,-4.65359E-02,0.16349177
163.49787,-39.14097,285,-1.11526E-02,0.12528146
163.51886,-38.917522,285,2.55135E-02,0.098506504
163.53971,-38.694146,285,7.73827E-03,0.077777778
163.56042,-38.470845,285,1.05334E-02,0.048941799
163.58099,-38.247622,285,1.77887E-02,0.019047619
163.60143,-38.02448,285,1.49518E-02,0
163.62174,-37.801424,285,1.19093E-02,0
163.64192,-37.578456,285,8.59080E-03,0
163.66197,-37.35558,285,5.90308E-03,0
163.68189,-37.1328,285,3.98970E-03,0
163.70169,-36.910118,285,2.89954E-03,0
163.72136,-36.687538,285,2.38574E-03,0
163.74091,-36.465064,285,1.94830E-03,0
163.76033,-36.242698,285,1.55083E-03,0
163.77964,-36.020445,285,1.33720E-03,0
163.79883,-35.798307,285,1.20301E-03,0
163.8179,-35.576288,285,1.08848E-03,0
162.5139,-50.791244,285,2.89888E-07,0
162.54382,-50.568833,285,2.83955E-07,0
162.57346,-50.346312,285,4.00413E-07,0
162.60285,-50.123684,285,6.00046E-07,0
162.63197,-49.900953,285,8.36238E-07,0
162.66084,-49.678122,285,1.07467E-06,0
162.68946,-49.455194,285,1.27606E-06,0
162.71783,-49.232174,285,3.47672E-07,0
162.74595,-49.009064,285,-1.40545E-06,0
162.77383,-48.785867,285,-1.41988E-06,0
162.80148,-48.562589,285,1.13983E-06,0
162.82889,-48.339231,285,7.53321E-06,0
162.85607,-48.115798,285,2.32185E-05,0
162.88302,-47.892293,285,9.08718E-05,0
162.90975,-47.668719,285,2.70609E-04,0
162.93626,-47.445081,285,5.70831E-04,0
162.96255,-47.221381,285,9.12711E-04,0
162.98862,-46.997622,285,1.07185E-03,0
163.01448,-46.77381,285,3.10959E-04,0
163.04014,-46.549946,285,-2.09741E-03,0.000862664
163.06558,-46.326035,285,-6.05739E-03,0.006383713
163.09083,-46.10208,285,-7.75467E-03,0.028985507
163.11587,-45.878085,285,-3.94774E-03,0.066468254
163.14072,-45.654053,285,1.54681E-02,0.084996568
163.16537,-45.429987,285,4.88860E-02,0.12517732
163.18983,-45.205892,285,9.73058E-02,0.16865021
163.2141,-44.98177,285,1.85578E-01,0.19563391
163.23818,-44.757626,285,2.78609E-01,0.22215847
163.26208,-44.533462,285,2.88122E-01,0.22619045
163.2858,-44.309282,285,2.33989E-01,0.22619048
163.30933,-44.085091,285,1.84144E-01,0.19345238
163.33269,-43.860891,285,1.56508E-01,0.14441913
163.35587,-43.636685,285,6.65412E-02,0.10852777
163.37888,-43.412478,285,1.69744E-03,0.15357143
163.40173,-43.188273,285,-6.67703E-02,0.17420635
163.4244,-42.964073,285,-1.11157E-01,0.17399926
163.4469,-42.739883,285,-1.53302E-01,0.23976691
163.46925,-42.515704,285,-1.72165E-01,0.28571429
163.49143,-42.291542,285,-1.56428E-01,0.28571429
163.51345,-42.067399,285,-1.18777E-01,0.28571429
163.53531,-41.84328,285,-1.35002E-01,0.28571429
163.55702,-41.619186,285,-1.36706E-01,0.28571429
163.57857,-41.395123,285,-9.87394E-02,0.28571429
163.59998,-41.171094,285,-2.11821E-02,0.26990433
163.62123,-40.947101,285,1.90348E-02,0.26775021
163.64234,-40.723149,285,4.05096E-04,0.28571344
163.66329,-40.49924,285,9.35253E-02,0.28571429
163.68411,-40.27538,285,1.03212E-01,0.28565689
163.70478,-40.05157,285,6.18409E-04,0.23277301
163.72531,-39.827815,285,-1.19722E-01,0.24519279
163.74571,-39.604117,285,-2.04057E-01,0.24765759
163.76596,-39.380481,285,-2.38111E-01,0.22502916
163.78608,-39.15691,285,-1.60470E-01,0.20685071
163.80607,-38.933407,285,-1.02951E-01,0.16748652
163.82592,-38.709976,285,-9.72333E-02,0.14232783
163.84565,-38.48662,285,-7.49959E-02,0.094552538
163.86524,-38.263342,285,-4.35250E-02,0.044585217
163.88471,-38.040147,285,-1.83855E-02,0.013095238
163.90405,-37.817037,285,-4.69351E-03,0.00376209
163.92327,-37.594015,285,1.25499E-03,0.000402066
163.94236,-37.371086,285,2.84096E-03,0
163.96133,-37.148253,285,3.21397E-03,0
163.98018,-36.925519,285,3.38508E-03,0
163.99892,-36.702887,285,3.47432E-03,0
164.01753,-36.480361,285,3.18135E-03,0
164.03603,-36.257944,285,2.61691E-03,0
164.05442,-36.035639,285,2.31415E-03,0
164.07269,-35.813451,285,2.07178E-03,0
164.09085,-35.591381,285,1.77905E-03,0
162.86578,-50.809764,285,5.59117E-07,0
162.89421,-50.587274,285,7.68507E-07,0
162.92238,-50.364675,285,8.14044E-07,0
162.9503,-50.141969,285,7.33849E-07,0
162.97797,-49.919161,285,7.33058E-07,0
163.0054,-49.696254,285,1.04413E-06,0
163.0326,-49.473251,285,1.81036E-06,0
163.05955,-49.250155,285,2.24306E-06,0
163.08627,-49.026971,285,4.12487E-06,0
163.11277,-48.803701,285,1.09383E-05,0
163.13903,-48.58035,285,2.07866E-05,0
163.16508,-48.35692,285,3.41392E-05,0
163.1909,-48.133415,285,5.96150E-05,0
163.21651,-47.909838,285,1.88816E-04,0
163.24191,-47.686194,285,4.92077E-04,0
163.26709,-47.462485,285,8.87820E-04,0
163.29207,-47.238716,285,1.05122E-03,0
163.31684,-47.014889,285,4.10723E-04,0
163.34142,-46.791008,285,-2.91090E-03,0.000250627
163.36579,-46.567077,285,-1.00928E-02,0.006433008
163.38997,-46.343098,285,-2.20023E-02,0.039757617
163.41395,-46.119077,285,-2.62319E-02,0.080745342
163.43774,-45.895015,285,-4.32417E-03,0.096603476
163.46135,-45.670917,285,5.32822E-02,0.15303495
163.48477,-45.446787,285,1.20893E-01,0.2611711
163.50801,-45.222627,285,2.00723E-01,0.25994073
163.53106,-44.998441,285,2.91162E-01,0.27279657
163.55394,-44.774233,285,3.77778E-01,0.28440381
163.57665,-44.550006,285,3.62800E-01,0.28534124
163.59918,-44.325764,285,2.83296E-01,0.28412193
163.62154,-44.10151,285,2.32870E-01,0.28282837
163.64373,-43.877248,285,2.12132E-01,0.24614756
